資料來源	檔案名稱	頁碼	行號	中文片名	上映日期	國別地區	發行商	製片商	統計起始日	統計結束日	統計週期	本期上映院數	本期銷售票數	本期銷售金額	累計上映天數	上映週數	最大上映院數	累計銷售票數	累計銷售金額	統計中
全國電影票房截至2017年七月前資訊	36.pdf	1	17	目擊者	2017-03-31	中華民國	威視股份有限公司	嘉揚電影有限公司##(大陸)浙江觀鑒影業有限公司##(大陸)海寧鐵幕真文化傳媒有限公司##(大陸)海寧觀盈影視文化有限公司##(大陸)喀什嘉映文化傳媒有限公司	2017-07-06	2017-08-05	monthly	NULL	859	56150	90	19.0	80	232563	52415112	False
全國電影票房截至2017年七月前資訊	36.pdf	1	18	藍色小精靈：失落的藍藍村	2017-03-31	美國	博偉電影股份有限公司	SONY PICTURESRELEASINGINTERNATIONAL	2017-07-06	2017-08-05	monthly	NULL	359	29900	91	19.0	78	26895	5629894	False
全國電影票房截至2017年七月前資訊	36.pdf	1	19	辦公室大狂殺	2017-04-07	美國	傳影互動股份有限公司	METRO GOLDWYN MAYERSTUDIOS INC.	2017-07-06	2017-08-05	monthly	NULL	79	3950	61	18.0	36	33047	7429459	False
全國電影票房截至2017年七月前資訊	36.pdf	1	20	叛獄無間	2017-04-07	南韓	車庫娛樂股份有限公司	SHOWBOX CORP.	2017-07-06	2017-08-05	monthly	NULL	109	16750	30	18.0	9	1486	317270	False
全國電影票房截至2017年七月前資訊	36.pdf	1	21	玩命關頭8	2017-04-12	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	2017-07-06	2017-08-05	monthly	NULL	13565	1087325	81	17.0	104	2665444	650084633	False
全國電影票房截至2017年七月前資訊	36.pdf	1	22	擬音	2017-04-14	中華民國	牽猴子整合行銷股份有限公司	李俊樑##行人股份有限公司	2017-07-06	2017-08-05	monthly	NULL	43	9460	31	17.0	4	3171	702170	False
全國電影票房截至2017年七月前資訊	36.pdf	1	23	逃出絕命鎮	2017-04-21	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMS	2017-07-06	2017-08-05	monthly	NULL	1841	111540	46	16.0	83	236281	54045506	False
全國電影票房截至2017年七月前資訊	36.pdf	2	24	拆彈專家	2017-04-21	香港	英屬維京群島商高捷全球開發有限公司 台灣分公司	(英屬維爾京群島)寰宇娛樂有限公司##(香港)夢造者娛樂有限公司##(大陸)博納影業集團有限公司##(大陸)小米影業有限責任公司##(大陸)上海騰訊企鵝影視文化傳播有限公司##(大陸)廣東昇格傳媒股份有限公司##(大陸)廣州市英明文化傳播有限公司##(大陸)上海淘票票影視文化有限公司	2017-07-06	2017-08-05	monthly	NULL	2040	151340	67	16.0	61	80561	17899484	False
全國電影票房截至2017年七月前資訊	36.pdf	2	25	柯羅索巨獸	2017-04-21	美國	威視股份有限公司	VOLTAGE PICTURES,LLC	2017-07-06	2017-08-05	monthly	NULL	431	40070	64	16.0	72	42228	9069139	False
全國電影票房截至2017年七月前資訊	36.pdf	2	26	星際異攻隊2	2017-04-27	美國	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2017-07-06	2017-08-05	monthly	NULL	7583	553320	79	15.0	100	595303	143030905	False
全國電影票房截至2017年七月前資訊	36.pdf	2	27	天才的禮物	2017-04-28	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	2017-07-06	2017-08-05	monthly	NULL	7975	576700	81	15.0	73	152747	33727097	False
全國電影票房截至2017年七月前資訊	36.pdf	2	28	春嬌救志明	2017-04-28	香港	華映娛樂股份有限公司	(香港)寰亞電影製作有限公司##(香港)太陽娛樂文化有限公司##(大陸)霍爾果斯青春光線影業有限公司##(大陸)中影寰亞音像製品有限公司##(大陸)寰亞電影發行(北京)有限公司##(大陸)上海盛岳影視傳播有限公司	2017-07-06	2017-08-05	monthly	NULL	1156	130530	82	15.0	57	53200	11969350	False
全國電影票房截至2017年七月前資訊	36.pdf	3	29	最完美的女孩	2017-04-28	中華民國	威視股份有限公司	(中華民國)奧瑪優勢傳媒娛樂行銷有限公司##(中華民國)海王天璽文化傳媒股份有限公司##(馬來西亞)姿雅國際有限公司##(馬來西亞)點擊娛樂有限公司##(馬來西亞)勝威國際##(馬來西亞)勝威文化傳播##(香港)耀榮文化##(香港)天泉鼎豐(集團)有限公司##(大陸)金銀國(廈門)文化傳媒有限公司	2017-07-06	2017-08-05	monthly	NULL	76	3800	40	15.0	44	21717	4783419	False
全國電影票房截至2017年七月前資訊	36.pdf	3	30	100公尺的人生	2017-04-28	西班牙	采昌國際多媒體股份有限公司	CASTELAO PICTURES,S.L.	2017-07-06	2017-08-05	monthly	NULL	329	74955	41	15.0	15	9969	2248497	False
全國電影票房截至2017年七月前資訊	36.pdf	3	31	喜歡.你	2017-05-05	香港	香港商甲上娛樂有限公司台灣分公司	(香港)我們製作有限公司##(香港)嘉映影業有限公司##(大陸)北京鳳儀文化傳媒有限公司##(大陸)上海阿里巴巴影業有限公司##(大陸)藍色星空影業有限公司##(大陸)華夏電影發行有限責任公司##(大陸)漢鼎宇佑傳媒集團有限公司##(大陸)上海翎刻閃耀影視製作有限公司##(大陸)北京聯瑞影視製作有限公司	2017-07-06	2017-08-05	monthly	NULL	2758	193080	76	14.0	78	103797	23629028	False
全國電影票房截至2017年七月前資訊	36.pdf	3	32	驗屍官	2017-05-05	美國	海樂影業股份有限公司	APSARA	2017-07-06	2017-08-05	monthly	NULL	3518	236780	77	14.0	63	101037	22268027	False
全國電影票房截至2017年七月前資訊	36.pdf	3	33	與妳的第100次愛戀	2017-05-05	日本	采昌國際多媒體股份有限公司	(匈牙利)ATRIUMPRODUCTIONS KFT.	2017-07-06	2017-08-05	monthly	NULL	1029	103890	67	14.0	37	23589	5230919	False
全國電影票房截至2017年七月前資訊	36.pdf	3	34	攻殼機動隊1995	2017-05-05	日本	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	KODANSHA LTD.	2017-07-06	2017-08-05	monthly	NULL	321	31040	39	14.0	11	6237	1443411	False
全國電影票房截至2017年七月前資訊	36.pdf	3	35	我發瘋的那段日子	2017-05-05	加拿大	車庫娛樂股份有限公司	(荷蘭)ABBOLITA FILMS BV	2017-07-06	2017-08-05	monthly	NULL	353	50850	56	14.0	12	2921	637829	False
全國電影票房截至2017年七月前資訊	36.pdf	4	36	他們的美好時光	2017-05-05	英國	傳影互動股份有限公司	HANWAY FILMS LIMITED.	2017-07-06	2017-08-05	monthly	NULL	97	14780	33	14.0	10	2355	486865	False
全國電影票房截至2017年七月前資訊	36.pdf	4	37	我的海星爸爸	2017-05-05	英國	絕色國際有限公司	(美國)THE LITTLE FILMCOMPANY	2017-07-06	2017-08-05	monthly	NULL	204	28850	51	14.0	8	1034	178994	False
全國電影票房截至2017年七月前資訊	36.pdf	4	38	異形：聖約(數位IMAX2D版)	2017-05-10	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	2017-07-06	2017-08-05	monthly	NULL	1934	114440	62	13.0	92	341121	81036998	False
全國電影票房截至2017年七月前資訊	36.pdf	4	39	亞瑟：王者之劍	2017-05-11	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS. PICTURESINTERNATIONAL.	2017-07-06	2017-08-05	monthly	NULL	2573	242555	61	13.0	94	210349	48657868	False
全國電影票房截至2017年七月前資訊	36.pdf	4	40	心靈小屋	2017-05-12	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	(英國)LIONS GATEINTERNATIONAL(UK)LIMITED	2017-07-06	2017-08-05	monthly	NULL	862	91395	63	13.0	16	27289	6020760	False
全國電影票房截至2017年七月前資訊	36.pdf	4	41	媽媽，晚餐吃什麼？	2017-05-12	日本	車庫娛樂股份有限公司	GAGA CORPORATION	2017-07-06	2017-08-05	monthly	NULL	49	4910	38	13.0	15	5172	1043751	False
全國電影票房截至2017年七月前資訊	36.pdf	4	42	神秘家族	2017-05-19	中華民國	華映娛樂股份有限公司	(中華民國)光影文化傳媒有限公司##(大陸)福建恒業影業有限公司##(大陸)華策影業(天津)有限公司##(大陸)完美星空傳媒有限公司##(大陸)上海世茂文化傳媒有限公司	2017-07-06	2017-08-05	monthly	NULL	200	27620	50	12.0	60	43657	9911507	False
全國電影票房截至2017年七月前資訊	36.pdf	4	43	直播風暴	2017-05-19	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	IM GLOBAL,LLC	2017-07-06	2017-08-05	monthly	NULL	5289	467505	55	12.0	80	43862	9293358	False
全國電影票房截至2017年七月前資訊	36.pdf	4	44	園長夫人：動物園的奇蹟	2017-05-19	英國	傳影互動股份有限公司	FILM AND TV HOUSELIMITED.	2017-07-06	2017-08-05	monthly	NULL	1470	152810	57	12.0	33	20940	4607575	False
全國電影票房截至2017年七月前資訊	36.pdf	4	45	危牆狙擊	2017-05-19	美國	海樂影業股份有限公司	FILMNATIONINTERNATIONAL,LLC	2017-07-06	2017-08-05	monthly	NULL	762	111250	48	12.0	45	18446	4002123	False
全國電影票房截至2017年七月前資訊	36.pdf	4	46	台北物語	2017-05-19	中華民國	丰采公關行銷有限公司	丰采公關行銷有限公司	2017-07-06	2017-08-05	monthly	NULL	561	147400	52	12.0	6	15818	3900720	True
全國電影票房截至2017年七月前資訊	36.pdf	4	47	夢想續航	2017-05-19	中華民國	佳映娛樂國際股份有限公司	佳映娛樂國際股份有限公司	2017-07-06	2017-08-05	monthly	NULL	235	44650	23	12.0	13	3072	669574	False
全國電影票房截至2017年七月前資訊	36.pdf	5	48	純情	2017-05-19	南韓	可樂藝術文創股份有限公司	LITTLEBIG PICTURES	2017-07-06	2017-08-05	monthly	NULL	46	7100	31	12.0	5	1157	244945	False
全國電影票房截至2017年七月前資訊	36.pdf	5	49	加勒比海盜神鬼奇航：死無對證	2017-05-25	美國	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2017-07-06	2017-08-05	monthly	NULL	1628	384349	57	11.0	90	965314	227225203	False
全國電影票房截至2017年七月前資訊	36.pdf	5	50	海灘救護隊	2017-05-25	美國	美商美國派拉蒙影片股份有限公司台灣分公司	PARAMOUNT PICTURESCORPORATION	2017-07-06	2017-08-05	monthly	NULL	29	6160	41	11.0	82	340033	78040858	False
全國電影票房截至2017年七月前資訊	36.pdf	5	51	墨利斯的情人經典數位修復	2017-05-26	美國	天馬行空數位有限公司	INTERNATIONALPRODUCTIONASSOCIATES,INC.(IPA)	2017-07-06	2017-08-05	monthly	NULL	11	2460	34	11.0	6	3265	691321	False
全國電影票房截至2017年七月前資訊	36.pdf	5	52	玩命鎗火	2017-05-26	英國	采昌國際多媒體股份有限公司	PROTAGONIST PICTURESLIMITED	2017-07-06	2017-08-05	monthly	NULL	508	72890	48	11.0	20	2929	584410	False
全國電影票房截至2017年七月前資訊	36.pdf	5	53	愛在回家時	2017-05-26	美國	車庫娛樂股份有限公司	VOLTAGE PICTURES,LLC	2017-07-06	2017-08-05	monthly	NULL	748	100950	45	11.0	12	2791	547390	False
全國電影票房截至2017年七月前資訊	36.pdf	5	54	吃吃的愛	2017-05-27	中華民國	凱擘影藝股份有限公司	(大陸)樂視影業(北京)有限公司##(香港)樂視影業(香港)有限公司##(香港)海灘娛樂有限公司##(香港)凱擘香港有限公司##(中華民國)原子映象有限公司	2017-07-06	2017-08-05	monthly	NULL	460	106585	49	11.0	61	366429	84789582	False
全國電影票房截至2017年七月前資訊	36.pdf	5	55	神力女超人	2017-05-30	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS. PICTURESINTERNATIONAL.	2017-07-06	2017-08-05	monthly	NULL	46802	11118130	67	10.0	87	1386424	331561560	False
全國電影票房截至2017年七月前資訊	36.pdf	5	56	佈局	2017-06-02	西班牙	峻龍國際有限公司	(美國)MULTIVISIONNAIRE,INC	2017-07-06	2017-08-05	monthly	31	168224	39309419	63	10.0	31	168224	39309419	False
全國電影票房截至2017年七月前資訊	36.pdf	5	57	失眠	2017-06-02	香港	華映娛樂股份有限公司	英皇影業有限公司	2017-07-06	2017-08-05	monthly	35	68907	15733841	43	10.0	35	68907	15733841	False
全國電影票房截至2017年七月前資訊	36.pdf	5	58	惡靈古堡：血仇	2017-06-02	日本	向洋影業有限公司	マーザ‧アニメーシヨンプラネシト株式会社	2017-07-06	2017-08-05	monthly	10	17157	4216958	35	10.0	10	17157	4216958	False
全國電影票房截至2017年七月前資訊	36.pdf	5	59	失落之城	2017-06-02	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	SIERRA/AFFINITY LLC	2017-07-06	2017-08-05	monthly	8	5145	1141279	28	10.0	8	5145	1141279	False
全國電影票房截至2017年七月前資訊	36.pdf	5	60	我的觸男日記	2017-06-02	德國	原創娛樂股份有限公司	M-APPEAL WORLD SALES	2017-07-06	2017-08-05	monthly	7	1697	378317	19	10.0	7	1697	378317	False
全國電影票房截至2017年七月前資訊	36.pdf	6	61	歡迎來到詩樂園	2017-06-02	法國	聯影企業股份有限公司	LE PACTE	2017-07-06	2017-08-05	monthly	4	1061	230485	14	10.0	4	1061	230485	False
全國電影票房截至2017年七月前資訊	36.pdf	6	62	叫我鋼鐵俠	2017-06-02	義大利	車庫娛樂股份有限公司	RAI COM S.P.A.	2017-07-06	2017-08-05	monthly	2	177	37415	27	10.0	2	177	37415	False
全國電影票房截至2017年七月前資訊	36.pdf	6	63	祝你有個甜美的夢	2017-06-06	義大利	海鵬影業有限公司	(德國)THE MATCHFACTORY GMBH	2017-07-06	2017-08-05	monthly	7	2997	613040	29	9.0	7	2997	613040	False
全國電影票房截至2017年七月前資訊	36.pdf	6	64	卡夫卡的K	2017-06-06	中國大陸	台灣電影文化協會	北京西河星匯影業有限公司	2017-07-06	2017-08-05	monthly	1	108	16680	3	9.0	1	108	16680	False
全國電影票房截至2017年七月前資訊	36.pdf	6	65	Google任務：世界之腦	2017-06-06	西班牙、英國、德國、希臘	台灣電影文化協會	Polar Star Films	2017-07-06	2017-08-05	monthly	1	103	16440	3	9.0	1	103	16440	False
全國電影票房截至2017年七月前資訊	36.pdf	6	66	伊凡的少年時代	2017-06-06	俄羅斯	傳影互動股份有限公司	(法國)FILMS SANSFRONTIERES	2017-07-06	2017-08-05	monthly	1	17	3365	1	9.0	1	17	3365	False
全國電影票房截至2017年七月前資訊	36.pdf	6	67	神鬼傳奇	2017-06-07	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	2017-07-06	2017-08-05	monthly	88	1189205	285503760	51	9.0	88	1189205	285503760	False
全國電影票房截至2017年七月前資訊	36.pdf	6	68	愚行錄	2017-06-09	日本	絕色國際有限公司	OFFICE KITANO INC.	2017-07-06	2017-08-05	monthly	12	9909	2196810	37	9.0	12	9909	2196810	False
全國電影票房截至2017年七月前資訊	36.pdf	6	69	綁的不是人	2017-06-09	匈牙利	采昌國際多媒體股份有限公	FREEWAY	2017-07-06	2017-08-05	monthly	18	4539	989382	13	9.0	18	4539	989382	False
全國電影票房截至2017年七月前資訊	36.pdf	6	70	塞尚與左拉	2017-06-09	法國	佳映娛樂國際股份有限公司	PATHE DISTRIBUTION	2017-07-06	2017-08-05	monthly	4	4079	835720	35	9.0	4	4079	835720	False
全國電影票房截至2017年七月前資訊	36.pdf	6	71	八月	2017-06-09	中國大陸	前景娛樂有限公司	愛奇藝影業(北京)有限公司##北京麥麗絲影視文化有限責任公司##北京永旭良辰文化發展有限公司##霍爾果斯映可大方傳媒有限公司##北京果實創想影視文化有限公司##北京追蹤影視文化有限公司##東方影業有限公司##北京天地力行影業有限責任公司##火象(上海)影視文化發展有限公司	2017-07-06	2017-08-05	monthly	7	2384	513180	24	9.0	7	2384	513180	False
全國電影票房截至2017年七月前資訊	36.pdf	7	72	超越佛朗明哥：索拉的霍塔舞曲	2017-06-09	西班牙	海鵬影業有限公司	LATIDO CONSORCIO DEEXPORTACION DEL CINEESPANOL SL	2017-07-06	2017-08-05	monthly	6	1690	345430	22	9.0	6	1690	345430	False
全國電影票房截至2017年七月前資訊	36.pdf	7	73	鹽與火之歌	2017-06-09	美國	天馬行空數位有限公司	IPA-INTERNATIONALPRODUCTIONASSOCIATES,INC.	2017-07-06	2017-08-05	monthly	5	987	204930	14	9.0	5	987	204930	False
全國電影票房截至2017年七月前資訊	36.pdf	7	74	勇闖地獄門	2017-06-09	美國	暗光鳥有限公司	(英國)JINGA FILMSLIMITED	2017-07-06	2017-08-05	monthly	2	135	29255	21	9.0	2	135	29255	False
全國電影票房截至2017年七月前資訊	36.pdf	7	75	櫻桃小丸子30周年紀念特別劇場版	2017-06-10	日本	香港商東友企業有限公司台灣分公司	NIPPON ANIMATIONINTERNATIONAL CO., LTD	2017-07-06	2017-08-05	monthly	3	629	161857	4	9.0	3	629	161857	False
全國電影票房截至2017年七月前資訊	36.pdf	7	76	飛向太空	2017-06-12	俄羅斯	傳影互動股份有限公司	(法國)FILMS SANSFRONTIERES	2017-07-06	2017-08-05	monthly	1	25	5000	1	8.0	1	25	5000	False
全國電影票房截至2017年七月前資訊	36.pdf	7	77	雖然媽媽說我不可以嫁去日本。	2017-06-16	中華民國	得藝文創國際股份有限公司	DUCKBILLENTERTAINMENT TAIWAN	2017-07-06	2017-08-05	monthly	26	44250	10506648	41	8.0	26	44250	10506648	False
全國電影票房截至2017年七月前資訊	36.pdf	7	78	搶救千金	2017-06-16	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	2017-07-06	2017-08-05	monthly	70	41203	9380121	21	8.0	70	41203	9380121	False
全國電影票房截至2017年七月前資訊	36.pdf	7	79	戀妻家宮本	2017-06-16	日本	傳影互動股份有限公司	TOHO CO.,LTD.	2017-07-06	2017-08-05	monthly	12	10874	2385511	38	8.0	12	10874	2385511	False
全國電影票房截至2017年七月前資訊	36.pdf	7	80	全面封鎖	2017-06-16	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	(阿拉伯聯合大公國)SOUNDSPACEINTERNATIONAL LIMITED	2017-07-06	2017-08-05	monthly	24	8589	1921009	26	8.0	24	8589	1921009	False
全國電影票房截至2017年七月前資訊	36.pdf	7	81	席勒：死神與少女	2017-06-16	奧地利	佳映娛樂國際股份有限公司	PICTURE TREEINTERNATIONAL	2017-07-06	2017-08-05	monthly	3	4258	886305	35	8.0	3	4258	886305	False
全國電影票房截至2017年七月前資訊	36.pdf	7	82	天后開麥拉	2017-06-16	西班牙	威視股份有限公司	(匈牙利)FREEWAYENTERTAINMENT KFT.	2017-07-06	2017-08-05	monthly	20	3886	863060	21	8.0	20	3886	863060	False
全國電影票房截至2017年七月前資訊	36.pdf	7	83	到達蘭薩拉禮佛	2017-06-16	法國	聯影企業股份有限公司	LEELAME PRODUCTION	2017-07-06	2017-08-05	monthly	7	3919	845991	21	8.0	7	3919	845991	False
全國電影票房截至2017年七月前資訊	36.pdf	7	84	惡女	2017-06-16	南韓	車庫娛樂股份有限公司	CONTENTS PANDA	2017-07-06	2017-08-05	monthly	16	3601	780210	19	8.0	16	3601	780210	False
