資料來源	檔案名稱	頁碼	行號	中文片名	上映日期	國別地區	上映週數	上映院數	累計銷售票數	累計銷售金額	統計中
全國電影票房2017年11/13-11/19統計資訊	46.pdf	1	11	舞動貝多芬	2017-11-03	西班牙	3.0	3	239	46280	False
全國電影票房截至2017年四月前資訊	33.pdf	9	77	戀妳非妳	2017-03-17	南韓	8.0	3	211	46070	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	2	33	浴血狂花	2018-03-23	法國 	3.0	2	217	45835	False
全國電影票房2018年02/19-02/25統計資訊	72.pdf	2	24	離婚諜對諜	2018-02-02	法國	4.0	3	225	45640	False
全國電影票房截至2017年四月前資訊	33.pdf	10	90	少年文森的瘋狂世界	2017-03-20	法國	7.0	2	210	45360	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	9	82	死刑台與電梯	2017-09-11	法國	8.0	2	225	45260	False
全國電影票房截至2017年一月前資訊	27.pdf	4	74	影子籃球員-冬季選拔賽總集篇門的彼端	2016-12-10	日本	9.0	1	193	45204	False
全國電影票房截至2017年一月前資訊	27.pdf	5	92	戀夏絮語	2016-12-23	法國	7.0	3	227	44990	False
全國電影票房2018年02/19-02/25統計資訊	72.pdf	5	53	沒萊塢天王	2017-12-22	法國	10.0	3	211	44915	False
全國電影票房截至2017年六月前資訊	35.pdf	11	75	鬼影隨行	2017-05-05	美國	10.0	2	204	44175	False
全國電影票房截至2017年一月前資訊	27.pdf	5	93	最後地下鐵	2016-12-23	法國	7.0	2	223	43820	False
全國電影票房截至2017年五月前資訊	34.pdf	10	76	玩物戀人	2017-04-14	法國	9.0	3	197	43415	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	15	126	煉獄迷宮	2017-09-29	土耳其	6.0	3	193	43260	False
全國電影票房截至2017年二月前資訊	31.pdf	3	58	別叫我兒子	2017-01-06	巴西	9.0	4	209	42745	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	11	108	狗狗傷心誌	2017-09-22	中華民國	7.0	1	188	41360	False
全國電影票房截至2017年八月前資訊	37.pdf	8	94	少年	2017-07-28	中國大陸	7.0	1	185	41270	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	7	65	惡靈金庫	2017-09-01	美國	10.0	2	189	41185	False
全國電影票房2018年01/29-02/04統計資訊	69.pdf	1	14	搶紅	2018-01-26	香港	2.0	1	175	39760	False
全國電影票房2018年01/22-01/28統計資訊	68.pdf	6	55	步步為贏	2017-12-08	法國	8.0	2	225	39570	False
全國電影票房截至2017年五月前資訊	34.pdf	9	66	與愛	2017-04-07	日本	10.0	1	158	37812	False
全國電影票房截至2017年六月前資訊	35.pdf	17	122	索多瑪120天	2017-05-28	義、法	7.0	1	228	37680	False
全國電影票房截至2017年三月前資訊	32.pdf	9	79	魯蛇特攻隊	2017-02-17	西班牙	8.0	2	173	37640	False
全國電影票房截至2017年六月前資訊	35.pdf	18	125	鄉村醫生+蒙馬特．女書	2017-05-29	日本/香港	6.0	1	234	37530	False
全國電影票房截至2017年七月前資訊	36.pdf	6	62	叫我鋼鐵俠	2017-06-02	義大利	10.0	2	177	37415	False
全國電影票房截至2017年二月前資訊	31.pdf	3	50	患者代號：瑪丹娜	2016-12-30	南韓	10.0	3	168	37200	False
全國電影票房截至2017年六月前資訊	35.pdf	18	123	一千零一夜	2017-05-28	義、法	7.0	1	230	36570	False
全國電影票房截至2017年六月前資訊	35.pdf	18	129	十日談	2017-05-30	義、法、西德	6.0	1	228	36390	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	3	40	索命半徑	2018-03-16	加拿大 	4.0	2	171	36120	False
全國電影票房截至2017年六月前資訊	35.pdf	9	61	天聲男孩	2017-05-02	美國	10.0	1	150	36000	False
全國電影票房2018年04/23-04/29統計資訊	84.pdf	2	28	自殺實境秀	2018-04-13	美國	3.0	4	168	35880	False
全國電影票房截至2017年六月前資訊	35.pdf	17	119	坎特伯雷故事	2017-05-27	義、法	7.0	1	236	35850	False
全國電影票房截至2017年四月前資訊	33.pdf	11	104	雙生姊魅	2017-03-31	加拿大	6.0	2	156	34350	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	2	23	暴雨將至	2017-12-05	法國	2.0	1	173	33800	False
全國電影票房截至2017年四月前資訊	33.pdf	9	80	迎頭重擊	2017-03-17	印尼	8.0	2	154	33695	False
全國電影票房截至2017年四月前資訊	33.pdf	8	66	絕境之南	2017-03-10	美國	9.0	2	152	33355	False
全國電影票房2017年11/20-11/26統計資訊	47.pdf	9	4	大獨裁者	2016-07-16	法國	72.0	1	166	33355	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	9	83	羅丹與卡蜜兒	2017-09-11	法國	8.0	2	169	33100	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	9	81	某夫人(巴黎貴婦的耳環)	2017-09-10	法國	9.0	2	170	32340	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	10	98	輕蔑	2017-10-23	法國	30.0	1	156	32185	True
全國電影票房2018年03/26-04/01統計資訊	80.pdf	2	37	玻璃庭院	2018-03-09	南韓	4.0	4	162	31980	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	3	44	屍落沙漠	2018-03-16	美國 	4.0	2	151	31730	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	16	夢幻舞馬-卡瓦利亞	2017-12-01	南韓	2.0	2	139	31570	False
全國電影票房截至2017年一月前資訊	27.pdf	4	75	下一站，天國	2016-12-12	日本	8.0	1	151	31080	False
全國電影票房截至2017年五月前資訊	34.pdf	9	67	夢魔纏身	2017-04-07	美國	10.0	2	141	30630	False
全國電影票房2018年03/19-03/25統計資訊	79.pdf	2	35	陰林	2018-03-02	美國	4.0	2	145	30550	False
全國電影票房2018年03/19-03/25統計資訊	79.pdf	1	25	屍速狂殺	2018-03-09	澳洲	3.0	2	149	30535	False
全國電影票房截至2017年二月前資訊	31.pdf	4	71	驚濤駭浪的陰影	2017-01-09	日本	8.0	1	151	30200	False
全國電影票房截至2017年一月前資訊	27.pdf	4	80	京城81號	2016-12-16	中國大陸	8.0	1	136	30110	False
全國電影票房2017年12/25-12/31統計資訊	52.pdf	1	22	蠱毒：人間碎肉機	2017-12-15	日本	3.0	4	136	29860	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	0	1	HIGH&LOW熱血街頭電影版~紅雨篇~	2017-01-20	日本	42.0	3	138	29270	False
全國電影票房截至2017年七月前資訊	36.pdf	7	74	勇闖地獄門	2017-06-09	美國	9.0	2	135	29255	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	26	魅惑人魚姬	2016-11-11	波蘭	9.0	4	127	28710	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	50	此情此刻	2016-11-25	香港	7.0	1	129	28630	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	3	32	屍奶俱樂部	2018-05-04	加拿大	3.0	2	137	28580	True
全國電影票房截至2017年一月前資訊	27.pdf	3	57	巴黎浮世繪	2016-12-03	法國	10.0	1	142	28260	False
全國電影票房截至2017年六月前資訊	35.pdf	18	126	紐約書評：爭鳴50年	2017-05-29	美國	6.0	1	177	27900	False
全國電影票房截至2017年五月前資訊	34.pdf	12	89	狼圖騰	2017-04-21	中國大陸	8.0	1	115	26970	False
全國電影票房2018年04/16-04/22統計資訊	83.pdf	1	17	午夜遊戲	2018-04-06	美國	3.0	2	128	26940	False
全國電影票房2018年05/07-05/13統計資訊	86.pdf	2	27	我們都一樣	2018-04-27	巴西	3.0	3	126	26920	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	10	82	潛行者	2017-06-26	俄羅斯	24.0	2	136	25895	False
全國電影票房截至2017年六月前資訊	35.pdf	9	62	末日前上路	2017-05-02	法國	10.0	1	120	25790	False
全國電影票房截至2017年六月前資訊	35.pdf	17	120	繆思研究院	2017-05-27	西班牙	7.0	1	173	25710	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	1	14	環大西洋2：重生時刻	2018-05-11	美國	2.0	2	128	24950	True
全國電影票房2017年12/04-12/10統計資訊	49.pdf	1	15	離不開的妳	2017-12-01	義大利	2.0	3	110	23390	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	0	1	艾格妮撿風景	2017-12-04	法國	1.0	1	115	22200	False
全國電影票房2018年03/19-03/25統計資訊	79.pdf	1	28	懼嬰	2018-03-09	加拿大	3.0	2	111	22150	False
全國電影票房截至2017年一月前資訊	27.pdf	2	44	挖玉石的人	2016-11-26	中華民國	11.0	1	106	22055	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	52	江湖悲劇	2016-11-25	香港	7.0	1	98	21580	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	8	66	搖滾救明星	2017-09-01	法國	10.0	2	97	21560	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	46	大手牽小手	2016-11-25	香港	7.0	1	95	20980	False
全國電影票房截至2017年四月前資訊	33.pdf	8	75	搖滾不靠爸	2017-03-17	加拿大	8.0	1	95	20770	False
全國電影票房截至2017年四月前資訊	33.pdf	7	62	最後的詩句	2017-03-04	中華民國	10.0	1	141	20700	False
全國電影票房截至2017年六月前資訊	35.pdf	17	121	夜行盛宴	2017-05-27	比利時	7.0	1	136	20610	False
全國電影票房截至2017年八月前資訊	37.pdf	8	95	幫寶弒	2017-07-28	英國	7.0	3	93	20125	False
全國電影票房截至2017年一月前資訊	27.pdf	3	60	波希米亞生活	2016-12-08	芬蘭	9.0	1	103	19780	False
全國電影票房2018年04/30-05/06統計資訊	85.pdf	2	29	脫皮爸爸	2018-04-20	香港	3.0	7	106	19760	False
全國電影票房截至2017年一月前資訊	27.pdf	3	59	阿爾發城	2016-12-05	法國	9.0	1	100	19680	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	10	83	伊凡的少年時代	2017-06-06	俄羅斯	27.0	1	106	19610	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	6	飛向太空	2017-06-12	俄羅斯	25.0	1	104	19590	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	8	67	聽風者之歌	2017-09-01	黎巴嫩	10.0	2	106	19520	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	9	84	她與他們的愛情	2017-09-11	法國	8.0	2	103	19360	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	1	20	厄月驚魂曲	2018-03-30	美國 	2.0	2	92	19360	False
全國電影票房截至2017年六月前資訊	35.pdf	18	124	編織愛情的詩光	2017-05-28	烏克蘭	7.0	1	118	18960	False
全國電影票房2018年05/07-05/13統計資訊	86.pdf	9	94	你找什麼？	2017-07-10	中華民國	44.0	1	81	18830	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	5	鏡子	2017-06-19	俄羅斯	24.0	1	101	18640	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	2	19	32個關於顧爾德的極短篇	2017-12-08	加拿大	2.0	1	96	18620	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	20	異端邪降	2018-03-30	加拿大	3.0	1	88	18335	False
全國電影票房截至2017年六月前資訊	35.pdf	18	130	卡夫卡之洞	2017-05-30	德國	6.0	1	115	17850	False
全國電影票房2018年04/23-04/29統計資訊	84.pdf	2	29	11號戰壕	2018-04-13	加拿大	3.0	2	84	17735	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	11	90	犧牲	2017-08-08	瑞典	19.0	1	95	17535	False
全國電影票房截至2017年三月前資訊	32.pdf	7	60	當貓王碰上總統	2017-01-27	美國	11.0	1	82	17355	False
全國電影票房截至2017年一月前資訊	27.pdf	1	28	壁花女孩夢遊中	2016-11-21	澳洲	11.0	2	79	17320	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	11	87	最好的時光	2005-10-28	中華民國	631.0	1	88	17180	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	21	陰桃術	2016-11-11	愛爾蘭	9.0	1	81	17115	False
全國電影票房截至2017年二月前資訊	31.pdf	6	89	暗網殺機	2017-01-20	南韓	7.0	2	80	17090	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	3	6	安德烈盧布列夫	2017-11-13	俄羅斯	3.0	1	92	16960	False
全國電影票房2018年03/26-04/01統計資訊	80.pdf	1	12	小鬼作家養成班	2018-03-23	法國	2.0	2	83	16960	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	3	31	下坡戮	2018-05-04	智利	3.0	2	79	16845	True
全國電影票房截至2017年七月前資訊	36.pdf	6	64	卡夫卡的K	2017-06-06	中國大陸	9.0	1	108	16680	False
全國電影票房截至2017年七月前資訊	36.pdf	6	65	Google任務：世界之腦	2017-06-06	西班牙、英國、德國、希臘	9.0	1	103	16440	False
全國電影票房截至2017年六月前資訊	35.pdf	16	106	鑪場武士	2017-05-19	日本	8.0	2	76	16420	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	12	97	鄉愁	2013-10-21	義大利	216.0	1	81	14740	False
全國電影票房2018年02/12-02/18統計資訊	71.pdf	2	29	MRS.K	2018-01-26	馬來西亞	4.0	1	61	13900	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	2	24	艾格妮撿風景：兩年後	2017-12-04	法國	2.0	1	72	13580	False
全國電影票房截至2017年一月前資訊	27.pdf	3	64	誅殺萬聖夜	2016-12-09	加拿大	9.0	1	65	13450	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	11	95	大馬戲團	2016-07-16	法國	75.0	1	68	13445	False
全國電影票房2018年03/19-03/25統計資訊	79.pdf	1	27	闇夜殺神	2018-03-09	芬蘭	3.0	2	63	12945	False
全國電影票房2018年04/16-04/22統計資訊	83.pdf	1	16	飢膚	2018-04-06	德國	3.0	2	60	12665	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	2	25	時間簡史	2017-12-04	英國/日本/美國	2.0	1	67	12520	False
全國電影票房2018年04/30-05/06統計資訊	85.pdf	0	12	今夜血肉燦爛	2018-04-27	美國	2.0	2	60	12505	False
全國電影票房截至2017年六月前資訊	35.pdf	17	117	藍心狂想曲	2017-05-26	日本	7.0	2	67	12220	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	1	13	愛情線索2：奇妙關係	2018-05-11	中華民國	2.0	1	48	12000	True
全國電影票房2018年04/23-04/29統計資訊	84.pdf	2	31	衝吧！我的龐克青春	2018-04-13	日本	3.0	2	53	11540	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	8	106	臥虎藏龍	2000-07-07	中華民國 	924.0	1	61	11460	False
全國電影票房截至2017年一月前資訊	27.pdf	3	61	如果在法國。一個旅人	2016-12-09	法國	9.0	1	55	11020	False
全國電影票房截至2017年九月前資訊	38.pdf	3	42	她不怪，她是我妹妹	2017-07-03	美國	14.0	1	95	10930	False
全國電影票房截至2017年一月前資訊	27.pdf	4	81	黑死性高潮	2016-12-16	紐西蘭	8.0	1	51	10810	False
全國電影票房2018年02/05-02/11統計資訊	70.pdf	1	15	藍天白雲	2018-02-02	香港	2.0	2	48	10765	False
全國電影票房截至2017年六月前資訊	35.pdf	18	127	寫在戰火蔓延時	2017-05-29	葡萄牙	6.0	1	72	10740	False
全國電影票房截至2017年六月前資訊	35.pdf	13	92	葛城事件	2017-05-12	日本	9.0	2	50	10670	False
全國電影票房截至2017年九月前資訊	38.pdf	4	43	小莫當家	2017-07-03	荷蘭	14.0	1	67	10110	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	12	98	時間之輪	2011-01-21	德國/澳洲/義大利	360.0	1	56	9980	False
全國電影票房2018年04/23-04/29統計資訊	84.pdf	2	30	禮物	2018-04-13	泰國	3.0	1	40	9900	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	10	92	現代啟示錄	2017-12-11	美國	23.0	1	50	9825	True
全國電影票房截至2017年一月前資訊	27.pdf	3	63	假期真要命	2016-12-09	美國	9.0	1	46	9550	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	10	8	大藝術家	2012-02-24	法國	301.0	1	54	9520	False
全國電影票房截至2016年十二月前資訊	26.pdf	4	61	詭宴	2016-11-25	美國	7.0	1	42	8880	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	10	95	狂人皮埃落	2017-11-20	法國	26.0	1	44	8530	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	10	97	越戰獵鹿人	2017-11-06	美國	28.0	1	43	8405	True
全國電影票房截至2017年九月前資訊	38.pdf	0	1	女孩青春紀事	2016-11-18	南韓	47.0	2	73	8230	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	2	26	矛之舞	2017-12-04	澳洲	2.0	1	45	8160	False
全國電影票房2018年04/23-04/29統計資訊	84.pdf	1	17	破處驚魂夜	2018-04-20	西班牙	2.0	4	39	8020	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	2	21	老人與貓	2017-12-07	德國	2.0	1	41	7800	False
全國電影票房截至2017年五月前資訊	34.pdf	13	92	無人的女兒海媛	2017-04-22	南韓	8.0	1	41	7690	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	1	15	詭音	2018-05-11	美國	2.0	2	34	7150	True
全國電影票房2018年03/19-03/25統計資訊	79.pdf	2	38	靈殤	2018-03-02	西班牙	4.0	2	33	6965	False
全國電影票房2018年01/29-02/04統計資訊	69.pdf	1	13	以青春的名義	2018-01-26	香港	2.0	1	29	6880	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	1	16	天靈眼	2018-05-11	美國	2.0	2	32	6660	True
全國電影票房截至2017年六月前資訊	35.pdf	16	107	極惡刑事	2017-05-19	日本	8.0	1	34	6570	False
全國電影票房截至2017年一月前資訊	27.pdf	2	48	恐懼診療室	2016-12-02	美國	10.0	1	31	6400	False
全國電影票房2018年01/29-02/04統計資訊	69.pdf	3	18	天生不對	2018-01-26	中華民國	2.0	1	25	6320	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	12	99	有一天	2010-06-04	中華民國	393.0	1	33	5980	False
全國電影票房截至2017年八月前資訊	37.pdf	0	1	四百擊	2016-12-23	法國	38.0	1	40	5600	False
全國電影票房截至2017年九月前資訊	38.pdf	4	53	老師呱呱叫	2017-07-17	荷蘭	12.0	1	46	5430	False
"全國電影票房截至2017年十月前資訊	"	39.pdf	8	68	陌路狂犬	2017-09-01	羅馬尼亞	10.0	1	25	5170	False
全國電影票房截至2017年一月前資訊	27.pdf	3	58	廖克發短片輯	2016-12-05	中華民國	9.0	1	26	4980	False
全國電影票房2018年01/29-02/04統計資訊	69.pdf	2	17	決戰食神	2018-01-26	中國大陸	2.0	1	19	4940	False
全國電影票房2018年01/29-02/04統計資訊	69.pdf	1	15	私人會所	2018-01-26	香港	2.0	1	22	4840	False
全國電影票房截至2017年八月前資訊	37.pdf	4	50	双重約會	2017-07-05	中華民國	10.0	1	31	4465	False
全國電影票房截至2017年八月前資訊	37.pdf	4	51	煙火	2017-07-05	中華民國	10.0	1	31	4460	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	57	美麗腥世界	2016-11-25	義大利	7.0	1	21	4390	False
全國電影票房截至2017年五月前資訊	34.pdf	13	90	港囧	2017-04-21	中國大陸	8.0	1	20	4300	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	40	極樂公寓2	2016-11-18	南韓	8.0	1	19	3990	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	28	魔魅俱樂部	2016-11-11	義大利	9.0	1	19	3985	False
全國電影票房截至2017年九月前資訊	38.pdf	5	61	不要讓琴子不開心	2017-07-24	日本	11.0	1	33	3730	False
全國電影票房截至2017年一月前資訊	27.pdf	2	47	好友妻別客氣	2016-12-02	南韓	10.0	1	16	3330	False
全國電影票房2018年04/23-04/29統計資訊	84.pdf	1	18	撕裂遊戲	2018-04-20	美國	2.0	4	15	3150	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	59	絕命殺漠	2016-11-25	美國	7.0	1	14	2920	False
全國電影票房截至2017年六月前資訊	35.pdf	3	33	走進希望無限的森林	2017-03-20	加拿大	16.0	1	19	2810	False
全國電影票房2018年02/05-02/11統計資訊	70.pdf	10	102	黑獄亡魂	2017-08-28	英國	24.0	1	14	2735	False
全國電影票房截至2017年八月前資訊	37.pdf	4	52	衣櫃裡的貓	2017-07-05	中華民國	10.0	1	17	2265	False
全國電影票房截至2017年六月前資訊	35.pdf	7	55	絕命迴圈	2017-04-24	匈牙利	11.0	1	16	2230	False
全國電影票房截至2017年七月前資訊	36.pdf	8	98	毛毛雨	2017-06-26	中華民國	6.0	1	15	2140	False
全國電影票房截至2017年五月前資訊	34.pdf	13	91	一切都好	2017-04-21	中國大陸	8.0	1	10	2040	False
全國電影票房2018年02/12-02/18統計資訊	71.pdf	9	91	天人試煉	2017-10-12	美國	19.0	1	12	1900	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	16	下流的誘惑	2016-11-04	南韓	10.0	1	9	1890	False
全國電影票房截至2017年七月前資訊	36.pdf	8	99	小孩不在家	2017-06-26	中華民國	6.0	1	13	1870	False
全國電影票房截至2017年七月前資訊	36.pdf	8	100	熱線1999	2017-06-26	中華民國	6.0	1	13	1840	False
全國電影票房2018年03/12-03/18統計資訊	78.pdf	8	102	彼岸花	2014-12-19	日本	169.0	1	9	1800	False
全國電影票房2018年05/07-05/13統計資訊	86.pdf	9	96	模仿遊戲	2015-02-26	美國	167.0	1	13	1650	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	6	59	戒護所風雲	2017-10-23	德國	8.0	1	10	1530	False
全國電影票房2018年03/12-03/18統計資訊	78.pdf	8	101	寂寞公路	2016-01-29	匈牙利	112.0	1	10	1500	False
全國電影票房截至2017年五月前資訊	34.pdf	5	39	索命APP	2017-03-20	美國	12.0	1	13	1490	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	43	魔女劫	2016-11-18	美國	8.0	1	7	1470	False
全國電影票房截至2017年一月前資訊	27.pdf	3	62	烏龍騎士團	2016-12-09	美國	9.0	1	7	1440	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	11	102	尋找快樂的15種方法	2015-06-26	德國	151.0	1	10	1360	True
全國電影票房截至2017年一月前資訊	27.pdf	4	79	獸獄	2016-12-16	瑞典	8.0	1	6	1260	False
全國電影票房截至2017年五月前資訊	34.pdf	7	52	要命真相	2017-04-05	美國	10.0	1	9	1250	False
全國電影票房截至2017年六月前資訊	35.pdf	12	76	花與蛇2：巴黎/靜子	2017-05-05	日本	10.0	1	6	1230	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	5	48	不再等待純真	2017-10-16	拉脫維亞	8.0	1	8	1150	False
全國電影票房2017年12/18-12/24統計資訊	51.pdf	7	62	傷我最深的愛人	2017-10-30	巴西	8.0	1	9	1150	False
全國電影票房截至2017年六月前資訊	35.pdf	12	77	花與蛇	2017-05-05	日本	10.0	1	5	1050	False
全國電影票房截至2017年五月前資訊	34.pdf	6	47	意外效應	2017-03-27	瑞典	11.0	1	8	1040	False
全國電影票房截至2017年六月前資訊	35.pdf	9	63	我們善熙	2017-05-02	南韓	10.0	1	6	1040	False
全國電影票房2018年04/23-04/29統計資訊	84.pdf	9	90	極地奇蹟-帶小北極熊回家	2016-01-22	美國	119.0	1	7	1000	False
全國電影票房截至2017年七月前資訊	36.pdf	8	101	銅板少年	2017-06-26	中華民國	6.0	1	7	1000	False
全國電影票房截至2017年八月前資訊	37.pdf	6	78	強迫顯影	2017-07-20	中華民國	8.0	1	7	1000	False
全國電影票房2017年12/18-12/24統計資訊	51.pdf	7	61	療癒心方向	2017-10-31	捷克/斯洛伐克	8.0	1	7	990	False
全國電影票房截至2017年五月前資訊	34.pdf	7	53	虛擬革命	2017-04-05	法國	10.0	1	8	950	False
全國電影票房2018年02/19-02/25統計資訊	72.pdf	5	44	紐約愛未眠	2018-01-08	英國	7.0	1	6	940	False
全國電影票房截至2017年八月前資訊	37.pdf	4	54	無敵戰艦協和號	2017-07-05	中華民國	10.0	1	6	870	False
全國電影票房截至2017年八月前資訊	37.pdf	4	53	復仇	2017-07-05	中華民國	10.0	1	6	870	False
全國電影票房截至2017年六月前資訊	35.pdf	12	78	花與蛇ZERO	2017-05-05	日本	10.0	1	4	860	False
全國電影票房截至2017年七月前資訊	36.pdf	8	102	釘子戶	2017-06-26	中華民國	6.0	1	6	850	False
全國電影票房截至2017年一月前資訊	27.pdf	2	46	納粹惡魔島	2016-12-02	紐西蘭	10.0	1	4	840	False
全國電影票房2017年11/27-12/03統計資訊	48.pdf	5	11	無障礙殺手	2017-10-12	匈牙利	8.0	1	6	750	False
全國電影票房截至2017年六月前資訊	35.pdf	4	39	循跡線索	2017-03-26	美國	16.0	1	6	700	False
全國電影票房截至2017年一月前資訊	27.pdf	4	78	情慾陷阱	2016-12-16	南韓	8.0	1	3	630	False
全國電影票房截至2017年六月前資訊	35.pdf	7	54	這時對，那時錯	2017-04-22	南韓	12.0	1	3	570	False
全國電影票房2018年03/19-03/25統計資訊	79.pdf	9	106	伴唱人生：聚光燈外二十呎	2014-08-08	美國	189.0	1	3	450	False
全國電影票房2017年12/11-12/17統計資訊	50.pdf	6	60	友誼在最近的距離	2017-10-23	墨西哥	8.0	1	3	440	False
全國電影票房截至2017年六月前資訊	35.pdf	12	79	花與蛇3	2017-05-05	日本	10.0	1	2	420	False
全國電影票房2018年05/14-05/20統計資訊	131.pdf	11	103	三分男孩	2014-04-11	美國	214.0	1	2	250	True
全國電影票房2018年04/30-05/06統計資訊	85.pdf	9	91	逆轉風帆	2014-08-29	法國	192.0	1	1	100	False
全國電影票房2017年12/04-12/10統計資訊	49.pdf	6	49	愛來送作堆	2017-10-16	美國	8.0	1	1	100	False
全國電影票房2018年02/26-03/04統計資訊	76.pdf	8	80	舞力假期	2014-07-11	美國	190.0	1	0	0	False
